decade,key,tempo_bin,count,major_ratio,avg_tempo
1970,1,170,3,0.666666667,171.1306667
1970,2,170,25,0.88,171.87236
1970,3,170,1,0,171.189
1970,4,170,12,0.916666667,172.2665833
1970,5,170,12,0.833333333,171.7625833
1970,6,170,2,1,172.072
1970,7,170,31,0.903225806,172.0633548
1970,8,170,4,0.75,172.231
1970,9,170,28,0.714285714,172.6782857
1970,10,170,10,0.7,172.5398
1970,11,170,8,0.125,172.02475
1980,0,170,28,0.892857143,172.763
1980,1,170,18,0.611111111,172.6707778
1980,2,170,32,0.90625,172.564
1980,3,170,7,0.714285714,172.573
1980,4,170,32,0.5625,172.1980938
1980,5,170,13,0.692307692,172.1132308
1980,6,170,9,0.222222222,172.5371111
1980,7,170,41,0.926829268,172.2502439
1980,8,170,13,0.769230769,172.2908462
1980,9,170,55,0.654545455,172.0353818
1980,10,170,13,0.230769231,172.2556154
1980,11,170,15,0.266666667,172.0546667
1990,0,170,74,0.878378378,172.416
1990,1,170,77,0.74025974,171.9877013
1990,2,170,90,0.855555556,172.1526444
1990,3,170,29,0.620689655,172.1674138
1990,4,170,79,0.443037975,172.2698987
1990,5,170,43,0.651162791,172.2528372
1990,6,170,62,0.516129032,172.2622097
1990,7,170,126,0.920634921,172.2520714
1990,8,170,47,0.808510638,172.0642979
1990,9,170,94,0.829787234,172.2369468
1990,10,170,43,0.395348837,172.4022791
1990,11,170,45,0.444444444,172.3336889
2000,0,170,167,0.832335329,171.8296527
2000,1,170,184,0.711956522,172.1059783
2000,2,170,200,0.8,172.21711
2000,3,170,33,0.575757576,172.0025455
2000,4,170,157,0.47133758,171.9267962
2000,5,170,112,0.642857143,172.2035179
2000,6,170,138,0.514492754,172.1107174
2000,7,170,212,0.872641509,172.0676085
2000,8,170,92,0.739130435,172.1007609
2000,9,170,189,0.597883598,172.103381
2000,10,170,119,0.336134454,171.8709748
2000,11,170,168,0.452380952,172.1979524
2010,0,170,4,0.75,171.0215
2010,1,170,2,0.5,171.6505
2010,2,170,6,1,171.5853333
2010,3,170,1,0,170.045
2010,4,170,3,0.666666667,171.4773333
2010,6,170,1,0,174.018
2010,7,170,4,0.75,171.2225
2010,9,170,3,1,171.4593333
1950,3,175,1,1,176.705
1950,5,175,2,0.5,177.07
1950,6,175,1,1,176.628
1950,7,175,1,1,179.576
1950,8,175,1,1,175.588
1950,9,175,1,1,176.193
1960,0,175,2,1,176.1535
1960,1,175,3,0.666666667,177.203
1960,2,175,5,0.8,177.1368
1960,3,175,1,1,177.754
1960,4,175,3,1,177.6716667
1960,5,175,3,0.666666667,177.881
1960,6,175,1,1,175.38
1960,7,175,4,1,177.875
1960,8,175,1,1,175.3
1960,9,175,5,1,177.204
1960,10,175,1,0,177.454
1960,11,175,4,0.5,177.155
1970,0,175,23,1,177.1627826
1970,1,175,6,0.666666667,176.7408333
1970,2,175,18,0.888888889,178.0212778
1970,3,175,4,0.25,177.03375
1970,4,175,16,0.625,177.17775
1970,5,175,8,0.5,177.265
1970,6,175,7,0.285714286,176.7275714
1970,7,175,17,0.941176471,177.1635294
1970,8,175,7,0.857142857,177.795
1970,9,175,23,0.565217391,177.2202609
1970,10,175,7,0.571428571,177.8464286
1970,11,175,4,0.25,178.403
1980,0,175,22,0.818181818,177.2723636
1980,1,175,16,0.625,178.09875
1980,2,175,29,0.896551724,177.5420345
1980,3,175,8,0.625,177.94125
1980,4,175,21,0.523809524,176.7896667
1980,5,175,7,0.285714286,177.147
1980,6,175,12,0.416666667,177.396
1980,7,175,27,0.703703704,177.5132222
1980,8,175,6,0.5,176.9648333
1980,9,175,37,0.72972973,177.0439189
1980,10,175,15,0.466666667,177.7461333
1980,11,175,17,0.294117647,177.3185294
1990,0,175,68,0.926470588,177.4237059
1990,1,175,51,0.803921569,177.5438235
1990,2,175,113,0.89380531,177.7263982
1990,3,175,10,0.7,177.5985
1990,4,175,63,0.46031746,177.7604603
1990,5,175,39,0.717948718,177.446641
1990,6,175,44,0.590909091,177.4641364
1990,7,175,96,0.9375,177.4946458
1990,8,175,32,0.71875,177.4714063
1990,9,175,87,0.83908046,177.5973333
1990,10,175,54,0.351851852,177.4506296
1990,11,175,72,0.388888889,177.0208333
2000,0,175,150,0.82,177.6127267
2000,1,175,177,0.672316384,177.2619379
2000,2,175,194,0.819587629,177.4705052
2000,3,175,31,0.580645161,177.1447742
2000,4,175,123,0.430894309,177.6273008
2000,5,175,76,0.526315789,177.5450658
2000,6,175,96,0.520833333,177.9341042
2000,7,175,196,0.867346939,177.4036684
2000,8,175,99,0.757575758,177.5089596
2000,9,175,144,0.597222222,177.5823333
2000,10,175,92,0.27173913,177.3287826
2000,11,175,122,0.442622951,177.4465164
2010,0,175,2,0.5,176.981
2010,1,175,1,0,176.964
2010,2,175,1,0,175.097
2010,5,175,1,1,175.061
2010,6,175,2,0.5,176.719
2010,7,175,4,1,178.17575
2010,8,175,2,0,178.2665
2010,9,175,4,0.25,177.62375
2010,10,175,1,0,177.986
2010,11,175,1,1,179.952
1920,8,180,1,0,182.306
1950,0,180,2,1,182.3255
1950,3,180,1,1,183.11
1950,5,180,3,0.666666667,181.6913333
1950,7,180,1,1,182.646
1950,9,180,2,1,181.821
1950,10,180,3,1,181.6213333
1960,0,180,2,0.5,183.6725
1960,1,180,1,1,183.377
1960,2,180,11,0.909090909,182.0741818
1960,3,180,1,1,181.957
1960,4,180,3,0.666666667,181.8243333
1960,5,180,1,1,182.047
1960,6,180,1,0,184.102
1960,7,180,4,1,181.99875
1960,9,180,6,0.666666667,182.925
1960,10,180,4,0.75,182.14325
1960,11,180,1,0,184.068
1970,0,180,12,0.833333333,182.6545
1970,1,180,6,0.666666667,181.9478333
1970,2,180,12,0.916666667,182.908
1970,3,180,3,1,183.174
1970,4,180,9,0.444444444,182.8526667
1970,5,180,9,0.777777778,183.4711111
1970,6,180,1,0,180.727
1970,7,180,15,0.933333333,182.2264
1970,8,180,2,0.5,182.7905
1970,9,180,20,0.65,182.7409
1970,10,180,6,0.666666667,183.1346667
1970,11,180,7,0.428571429,182.483
1980,0,180,29,0.931034483,182.3546552
1980,1,180,18,0.722222222,182.7661667
1980,2,180,22,0.863636364,182.3333636
1980,3,180,4,0.5,181.93375
1980,4,180,21,0.380952381,182.5573333
1980,5,180,9,0.666666667,182.354
1980,6,180,16,0.5625,181.8259375
1980,7,180,39,0.820512821,182.2832308
1980,8,180,8,0.875,182.01325
1980,9,180,34,0.617647059,182.444
1980,10,180,13,0.384615385,182.0768462
1980,11,180,25,0.16,182.71068
1990,0,180,76,0.934210526,182.2131842
1990,1,180,79,0.810126582,182.5468228
1990,2,180,81,0.827160494,182.3087901
1990,3,180,9,0.888888889,183.129
1990,4,180,73,0.438356164,182.2097397
1990,5,180,34,0.647058824,183.0591765
1990,6,180,48,0.395833333,182.4180208
1990,7,180,91,0.945054945,182.5599231
1990,8,180,34,0.676470588,182.3591765
1990,9,180,75,0.733333333,182.42188
1990,10,180,44,0.272727273,182.0485909
1990,11,180,76,0.434210526,182.6560526
2000,0,180,178,0.792134831,182.1798596
2000,1,180,139,0.705035971,182.1556978
2000,2,180,170,0.805882353,182.1623471
2000,3,180,26,0.615384615,182.1259615
2000,4,180,115,0.4,182.0021304
2000,5,180,94,0.521276596,182.2685213
2000,6,180,90,0.444444444,182.2145667
2000,7,180,184,0.864130435,182.3108261
2000,8,180,82,0.780487805,182.6577927
2000,9,180,144,0.576388889,182.0868403
2000,10,180,82,0.280487805,181.9402683
2000,11,180,117,0.393162393,182.1526325
2010,0,180,2,1,180.872
2010,1,180,1,1,180.34
2010,2,180,2,0.5,183.107
2010,3,180,2,1,180.7685
2010,5,180,1,1,180.326
2010,7,180,4,1,181.7115
2010,8,180,1,1,183.883
2010,9,180,2,1,181.0195
2010,10,180,1,0,183.62
1950,0,185,1,1,186.822
1950,2,185,1,1,187.194
1950,5,185,2,0.5,186.1895
1950,6,185,1,0,185.323
1950,11,185,1,1,185.165
1960,0,185,5,0.8,187.2316
1960,2,185,5,0.6,188.8154
1960,3,185,1,0,186.165
1960,4,185,1,0,188.326
1960,5,185,4,1,186.745
1960,7,185,3,1,186.6963333
1960,8,185,2,1,187.063
1960,9,185,5,1,186.0476
1960,10,185,2,0.5,187.0605
1970,0,185,15,1,187.5682667
1970,1,185,1,1,189.117
1970,2,185,14,0.857142857,188.0975714
1970,3,185,1,1,187
1970,4,185,13,0.461538462,187.6513846
1970,5,185,8,0.625,187.8005
1970,6,185,2,0,186.4
1970,7,185,14,1,187.0052143
1970,8,185,4,0.75,187.02975
1970,9,185,12,0.75,187.3180833
1970,10,185,6,0.333333333,187.1003333
1970,11,185,8,0.5,186.979875
1980,0,185,19,0.789473684,187.5698947
1980,1,185,19,0.526315789,187.1724211
1980,2,185,26,0.807692308,187.3905769
1980,4,185,27,0.592592593,187.3243704
1980,5,185,8,0.5,187.43225
1980,6,185,12,0.666666667,187.8408333
1980,7,185,21,0.952380952,187.0974762
1980,8,185,3,1,187.2936667
1980,9,185,37,0.648648649,187.6845676
1980,10,185,7,0.285714286,187.7337143
1980,11,185,26,0.230769231,187.8021538
1990,0,185,64,0.84375,187.4111719
1990,1,185,61,0.672131148,187.3606066
1990,2,185,64,0.875,187.8739531
1990,3,185,16,0.5,187.0531875
1990,4,185,54,0.407407407,187.2594444
1990,5,185,29,0.655172414,187.3493103
1990,6,185,39,0.333333333,187.5168205
1990,7,185,89,0.898876404,187.5590899
1990,8,185,31,0.709677419,187.3196774
1990,9,185,60,0.683333333,187.4054
1990,10,185,43,0.209302326,187.7938372
1990,11,185,49,0.469387755,187.5220204
2000,0,185,122,0.819672131,187.4903607
2000,1,185,115,0.660869565,187.6405652
2000,2,185,127,0.826771654,187.6514252
2000,3,185,33,0.454545455,187.4001515
2000,4,185,99,0.424242424,187.3606869
2000,5,185,74,0.567567568,187.6431622
2000,6,185,80,0.4125,187.249575
2000,7,185,144,0.805555556,187.5038819
2000,8,185,67,0.835820896,187.6201194
2000,9,185,129,0.666666667,187.4472791
2000,10,185,90,0.266666667,187.5867667
2000,11,185,99,0.404040404,187.4653131
2010,0,185,2,1,186.9795
2010,1,185,3,0.666666667,188.1956667
2010,3,185,1,1,188.852
2010,4,185,3,0.666666667,188.4236667
2010,5,185,1,0,189.368
2010,6,185,2,0.5,187.044
2010,7,185,4,1,186.4275
2010,9,185,1,1,185.503
1950,1,190,1,1,193.453
1950,2,190,2,1,193.569
1950,5,190,1,1,192.044
1950,8,190,1,1,193.437
1960,0,190,3,1,192.9343333
1960,2,190,3,1,190.8926667
1960,3,190,1,1,193.459
1960,5,190,1,1,191.777
1960,6,190,1,1,191.682
1960,7,190,6,0.833333333,190.99
1960,9,190,2,1,192.5555
1960,11,190,3,0.666666667,191.8763333
1970,0,190,11,1,192.3764545
1970,1,190,9,0.555555556,192.4124444
1970,2,190,12,0.916666667,191.7550833
1970,3,190,3,0.666666667,191.472
1970,4,190,13,0.461538462,191.6668462
1970,5,190,7,0.571428571,192.6677143
1970,6,190,3,0,192.2813333
1970,7,190,9,0.888888889,192.6892222
1970,8,190,2,1,192.363
1970,9,190,10,0.6,192.3664
1970,10,190,3,1,193.26
1970,11,190,5,0.4,191.8028
1980,0,190,19,0.894736842,193.3584211
1980,1,190,10,0.7,192.3969
1980,2,190,27,0.888888889,192.2149259
1980,3,190,2,0.5,191.3475
1980,4,190,17,0.647058824,192.8941765
1980,5,190,9,0.222222222,193.4467778
1980,6,190,10,0.5,192.5471
1980,7,190,22,0.727272727,192.2735909
1980,8,190,6,0.666666667,192.7245
1980,9,190,25,0.64,192.2828
1980,10,190,10,0.4,193.4511
1980,11,190,13,0.692307692,192.5082308
1990,0,190,58,0.862068966,192.331931
1990,1,190,48,0.708333333,192.3255625
1990,2,190,58,0.896551724,191.943569
1990,3,190,5,0.4,192.6132
1990,4,190,48,0.520833333,192.0654375
1990,5,190,32,0.625,192.0290313
1990,6,190,43,0.441860465,192.3243488
1990,7,190,66,0.878787879,192.6280152
1990,8,190,44,0.75,192.4943636
1990,9,190,65,0.861538462,192.2097692
1990,10,190,37,0.432432432,192.5706757
1990,11,190,44,0.318181818,192.5395682
2000,0,190,103,0.72815534,192.3603301
2000,1,190,117,0.700854701,192.2530342
2000,2,190,107,0.841121495,192.2209159
2000,3,190,16,0.8125,192.5708125
2000,4,190,86,0.476744186,192.3631395
2000,5,190,58,0.551724138,192.165069
2000,6,190,71,0.535211268,192.1358028
2000,7,190,140,0.892857143,192.1499286
2000,8,190,66,0.818181818,192.0833333
2000,9,190,99,0.585858586,192.4833535
2000,10,190,68,0.308823529,192.5226765
2000,11,190,88,0.443181818,192.4531591
2010,1,190,2,1,192.318
2010,2,190,1,1,191.396
2010,4,190,1,1,192.91
2010,7,190,2,1,190.343
2010,8,190,1,1,194.085
2010,11,190,1,0,192.383
1940,0,195,1,1,196.339
1950,1,195,1,1,196.303
1950,2,195,1,1,199.502
1950,3,195,1,1,196.551
1960,0,195,4,1,195.7555
1960,1,195,2,1,198.1
1960,2,195,1,0,196.508
1960,4,195,3,0.333333333,197.2666667
1960,5,195,1,1,196.101
1960,7,195,2,1,198.367
1960,8,195,3,0.666666667,197.8043333
1960,9,195,2,1,197.5445
1970,0,195,6,0.833333333,197.8741667
1970,1,195,3,0.666666667,196.5513333
1970,2,195,10,0.9,196.757
1970,3,195,2,0.5,195.827
1970,4,195,7,0.571428571,197.3051429
1970,5,195,6,0.666666667,197.6165
1970,6,195,2,0.5,198.2555
1970,7,195,8,1,196.966
1970,8,195,2,0,197.624
1970,9,195,13,0.769230769,197.8238462
1970,10,195,3,0.333333333,196.8473333
1970,11,195,4,0.5,197.66575
1980,0,195,14,0.928571429,197.2823571
1980,1,195,11,0.727272727,197.2559091
1980,2,195,13,0.923076923,196.7612308
1980,3,195,1,0,196.631
1980,4,195,14,0.5,197.2135714
1980,5,195,6,0.666666667,197.1373333
1980,6,195,10,0.6,197.6058
1980,7,195,14,0.928571429,196.919
1980,8,195,5,0.8,197.2334
1980,9,195,29,0.655172414,197.077069
1980,10,195,9,0.666666667,197.3178889
1980,11,195,16,0.3125,197.9395
1990,0,195,37,0.864864865,197.7861351
1990,1,195,42,0.595238095,197.332119
1990,2,195,54,0.814814815,197.3790741
1990,3,195,7,0.428571429,196.8601429
1990,4,195,48,0.458333333,197.610875
1990,5,195,23,0.608695652,197.8526957
1990,6,195,18,0.555555556,197.5612222
1990,7,195,55,0.945454545,197.2744182
1990,8,195,20,0.8,197.3392
1990,9,195,49,0.795918367,197.3324286
1990,10,195,25,0.44,197.761
1990,11,195,42,0.452380952,197.5887143
2000,0,195,88,0.704545455,197.5780227
2000,1,195,99,0.787878788,197.7296667
2000,2,195,115,0.826086957,197.899087
2000,3,195,17,0.529411765,197.2034118
2000,4,195,73,0.452054795,197.3377671
2000,5,195,52,0.519230769,197.9378846
2000,6,195,61,0.524590164,198.0666393
2000,7,195,113,0.884955752,197.5820619
2000,8,195,75,0.746666667,197.3413467
2000,9,195,98,0.673469388,197.7350204
2000,10,195,66,0.257575758,197.3932273
2000,11,195,62,0.451612903,197.5988226
2010,0,195,1,0,198.887
2010,4,195,1,1,196.683
2010,5,195,1,0,199.969
2010,7,195,3,1,195.467
2010,9,195,2,0.5,196.6125
2010,10,195,1,0,199.958
1950,0,200,1,1,200.193
1950,5,200,1,1,204.589
1950,10,200,1,0,202.984
1960,0,200,1,1,202.369
1960,2,200,1,1,204.357
1960,6,200,1,1,201.993
1960,7,200,1,1,201.7
1960,9,200,1,1,203.8
1960,10,200,2,1,202.627
1960,11,200,1,0,203.806
1970,0,200,6,1,202.5275
1970,1,200,3,0.666666667,201.2453333
1970,2,200,9,0.888888889,202.8821111
1970,4,200,3,0.666666667,203.7726667
1970,5,200,6,0.833333333,201.733
1970,7,200,8,0.75,203.735875
1970,8,200,2,1,202.453
1970,9,200,5,0.6,201.7448
1970,10,200,3,0.666666667,204.3426667
1970,11,200,3,0,203.48
1980,0,200,14,0.928571429,202.2297143
1980,1,200,8,0.5,202.031125
1980,2,200,12,0.916666667,202.5159167
1980,3,200,2,0.5,204.3985
1980,4,200,13,0.615384615,201.9833846
1980,5,200,5,0.4,202.0936
1980,6,200,5,0.4,203.377
1980,7,200,16,0.8125,201.8784375
1980,8,200,7,0.857142857,201.3035714
1980,9,200,17,0.529411765,202.1901176
1980,10,200,9,0.444444444,202.7638889
1980,11,200,15,0.866666667,201.9951333
1990,0,200,40,0.925,202.695175
1990,1,200,35,0.685714286,202.425
1990,2,200,53,0.962264151,202.0597358
1990,3,200,6,0.5,202.372
1990,4,200,32,0.59375,202.7070313
1990,5,200,13,0.384615385,202.6950769
1990,6,200,19,0.421052632,201.3464737
1990,7,200,46,0.913043478,202.5113261
1990,8,200,21,0.952380952,202.2649524
1990,9,200,46,0.586956522,202.2143478
1990,10,200,18,0.111111111,202.9889444
1990,11,200,48,0.395833333,202.2901458
2000,0,200,65,0.815384615,202.0420615
2000,1,200,80,0.6625,201.80985
2000,2,200,95,0.873684211,202.3556316
2000,3,200,12,0.5,201.5575833
2000,4,200,56,0.464285714,202.426375
2000,5,200,41,0.512195122,201.802122
2000,6,200,56,0.428571429,201.6951607
2000,7,200,83,0.903614458,202.0685663
2000,8,200,54,0.833333333,201.4818519
2000,9,200,80,0.65,201.9717
2000,10,200,49,0.306122449,201.9884694
2000,11,200,50,0.36,202.10106
2010,0,200,1,1,200.638
2010,1,200,3,0.666666667,200.066
2010,4,200,3,0,202.4606667
2010,8,200,1,1,204.386
2010,9,200,1,1,200.048
2010,11,200,2,0,203.4535
1950,4,205,1,1,207.326
1950,6,205,1,1,209.668
1950,8,205,1,1,207.198
1950,9,205,1,1,208.2
1960,0,205,2,1,207.685
1960,1,205,1,1,207.046
1960,2,205,2,0.5,206.476
1960,3,205,1,1,205.63
1960,5,205,1,0,206.846
1960,6,205,1,1,209.01
1960,7,205,3,1,207.7936667
1960,8,205,2,1,208.54
1960,9,205,1,1,207.171
1960,10,205,1,1,209.305
1960,11,205,3,0.333333333,207.9746667
1970,0,205,2,1,209.4645
1970,1,205,4,1,207.13475
1970,2,205,3,0.666666667,207.9296667
1970,4,205,3,0.333333333,208.1206667
1970,5,205,5,0.8,207.7766
1970,6,205,3,0,208.4223333
1970,7,205,2,1,206.527
1970,9,205,5,0.8,208.0864
1970,10,205,2,1,205.754
1970,11,205,1,0,205.764
1980,0,205,9,0.888888889,207.5906667
1980,1,205,9,0.444444444,207.9873333
1980,2,205,14,0.642857143,208.0309286
1980,3,205,1,1,207.576
1980,4,205,16,0.375,207.5311875
1980,5,205,5,0.6,207.7562
1980,6,205,5,0.4,207.6108
1980,7,205,14,1,207.4107857
1980,8,205,2,0.5,206.0165
1980,9,205,12,0.5,208.236
1980,10,205,3,0,206.065
1980,11,205,15,0.533333333,206.6478667
1990,0,205,23,0.782608696,207.0168261
1990,1,205,31,0.709677419,207.5836129
1990,2,205,27,0.740740741,207.5262222
1990,3,205,3,0.333333333,209.025
1990,4,205,29,0.517241379,207.4023793
1990,5,205,16,0.5,207.164125
1990,6,205,20,0.55,207.07225
1990,7,205,33,0.96969697,207.4425758
1990,8,205,13,0.846153846,207.3843846
1990,9,205,38,0.894736842,207.3351053
1990,10,205,13,0.230769231,207.7646154
1990,11,205,38,0.447368421,207.4656316
2000,0,205,47,0.787234043,207.2866809
2000,1,205,58,0.689655172,207.4319828
2000,2,205,73,0.835616438,207.6370137
2000,3,205,12,0.5,206.8616667
2000,4,205,51,0.588235294,207.7559608
2000,5,205,28,0.75,207.8769643
2000,6,205,28,0.607142857,207.4745
2000,7,205,70,0.9,207.7270571
2000,8,205,35,0.742857143,207.5254571
2000,9,205,64,0.78125,207.2920938
2000,10,205,37,0.351351351,207.6528919
2000,11,205,43,0.418604651,207.373814
2010,1,205,2,0,207.992
2010,4,205,2,0.5,208.075
2010,5,205,1,0,205.253
2010,8,205,1,0,209.881
2010,11,205,1,1,206.168
1950,0,210,1,1,214.445
1950,1,210,1,0,212.037
1950,3,210,2,1,212.721
1950,5,210,3,0.666666667,212.375
1950,6,210,1,1,211.462
1950,10,210,1,1,214.147
1960,0,210,1,0,214.437
1960,5,210,1,1,212.734
1960,7,210,1,1,210.419
1960,9,210,1,0,211.956
1970,0,210,5,0.8,212.1924
1970,1,210,1,1,214.676
1970,2,210,5,1,213.1512
1970,3,210,1,1,210.225
1970,4,210,3,0.333333333,213.7403333
1970,5,210,1,1,213.93
1970,6,210,3,0.666666667,211.4983333
1970,7,210,4,0.75,212.1205
1970,8,210,1,1,213.596
1970,9,210,6,0.666666667,212.3855
1970,10,210,1,0,213.363
1970,11,210,4,0,211.0135
1980,0,210,9,0.777777778,212.6391111
1980,1,210,7,1,212.4665714
1980,2,210,4,0.75,211.54375
1980,3,210,3,0.666666667,211.7386667
1980,4,210,8,0.5,213.2125
1980,5,210,2,0.5,212.869
1980,6,210,2,0.5,212.1145
1980,7,210,1,1,211.646
1980,8,210,6,0.833333333,213.3668333
1980,9,210,9,0.555555556,211.7537778
1980,10,210,4,0,212.46025
1980,11,210,6,0.5,212.9071667
1990,0,210,21,0.952380952,212.4269524
1990,1,210,22,0.727272727,212.2490909
1990,2,210,32,0.9375,212.560625
1990,4,210,21,0.428571429,212.2301905
1990,5,210,9,0.777777778,212.6887778
1990,6,210,14,0.642857143,212.6385714
1990,7,210,24,0.958333333,212.2167083
1990,8,210,16,0.8125,211.6503125
1990,9,210,29,0.724137931,212.2161379
1990,10,210,12,0.166666667,212.237
1990,11,210,21,0.428571429,212.1622381
2000,0,210,48,0.604166667,212.2854375
2000,1,210,32,0.5,211.882125
2000,2,210,50,0.86,212.5039
2000,3,210,8,0.75,211.65625
2000,4,210,37,0.513513514,212.4610541
2000,5,210,18,0.444444444,212.106
2000,6,210,28,0.535714286,212.627
2000,7,210,39,0.871794872,211.9704359
2000,8,210,32,0.8125,212.293375
2000,9,210,45,0.644444444,211.8828444
2000,10,210,30,0.466666667,212.2054667
2000,11,210,37,0.297297297,211.8831622
2010,0,210,1,1,211.959
2010,1,210,1,0,212.775
2010,4,210,2,1,212.962
2010,5,210,2,1,212.0895
2010,7,210,1,1,210.079
2010,8,210,2,0.5,213.1075
2010,9,210,2,0.5,211.928
2010,11,210,1,0,211.907
1950,9,215,1,0,216.486
1950,11,215,1,0,219.353
1960,2,215,1,1,215.325
1960,7,215,1,1,218.739
1970,0,215,2,0.5,217.7495
1970,2,215,2,1,217.843
1970,4,215,2,0.5,218.3405
1970,5,215,1,0,216.24
1970,7,215,2,1,215.773
1970,8,215,1,1,217.707
1970,9,215,1,1,216.034
1970,11,215,2,0.5,217.2225
1980,0,215,4,1,218.63825
1980,1,215,2,1,217.461
1980,2,215,2,1,218.141
1980,3,215,2,0.5,218.126
1980,4,215,7,0.571428571,217.3688571
1980,5,215,3,0.333333333,217.4003333
1980,6,215,6,0.833333333,217.052
1980,7,215,3,1,215.434
1980,8,215,1,1,215.482
1980,9,215,7,0.571428571,218.2672857
1980,10,215,3,0.333333333,217.4216667
1980,11,215,5,0.6,218.187
1990,0,215,17,0.941176471,217.3458235
1990,1,215,16,0.875,217.4129375
1990,2,215,21,1,217.0082857
1990,3,215,5,0.6,216.9882
1990,4,215,13,0.692307692,217.4063846
1990,5,215,9,0.666666667,217.6757778
1990,6,215,10,0.7,217.3522
1990,7,215,29,0.931034483,217.2142759
1990,8,215,6,1,217.8508333
1990,9,215,28,0.785714286,216.8441071
1990,10,215,17,0.352941176,217.0813529
1990,11,215,18,0.5,217.9683889
2000,0,215,36,0.75,218.0334444
2000,1,215,42,0.619047619,217.5068571
2000,2,215,29,0.75862069,217.2538966
2000,3,215,9,0.777777778,217.1038889
2000,4,215,36,0.527777778,217.1723611
2000,5,215,26,0.653846154,217.4430385
2000,6,215,29,0.551724138,217.484931
2000,7,215,47,0.936170213,217.6121702
2000,8,215,19,0.947368421,217.0722632
2000,9,215,33,0.666666667,217.9889697
2000,10,215,24,0.458333333,217.7790417
2000,11,215,29,0.344827586,218.112069
2010,8,215,1,0,215.063
1920,0,220,1,1,223.999
1950,4,220,1,0,223.953
1960,4,220,2,0.5,222.489
1960,5,220,1,1,222.104
1960,7,220,1,0,224.998
1960,9,220,1,1,222.809
1960,11,220,1,1,223.117
1970,0,220,1,1,221.559
1970,1,220,1,0,220.244
1970,2,220,2,0.5,223.1535
1970,4,220,3,0.666666667,222.0173333
1970,5,220,2,0.5,221.848
1970,6,220,3,0.666666667,222.5566667
1970,7,220,2,1,220.247
1970,9,220,2,0.5,222.6665
1970,10,220,2,0.5,224.078
1970,11,220,4,0,222.0525
1980,0,220,3,1,222.0663333
1980,1,220,6,0.833333333,222.4208333
1980,2,220,6,1,222.3721667
1980,3,220,1,1,222.332
1980,4,220,4,0.5,223.2245
1980,5,220,1,0,221.178
1980,6,220,5,0.6,220.8864
1980,7,220,1,1,223.387
1980,8,220,1,1,224.712
1980,9,220,5,0.6,223.0402
1980,11,220,4,0.25,223.71725
1990,0,220,10,0.8,222.5035
1990,1,220,13,0.846153846,222.5659231
1990,2,220,22,0.909090909,222.3715
1990,3,220,2,0.5,221.6615
1990,4,220,7,0.571428571,222.3801429
1990,5,220,7,0.571428571,222.9352857
1990,6,220,7,0.428571429,221.7375714
1990,7,220,16,0.875,223.0191875
1990,8,220,8,0.875,222.703875
1990,9,220,23,0.608695652,221.6105217
1990,10,220,10,0.5,222.9336
1990,11,220,16,0.375,222.609875
2000,0,220,31,0.64516129,221.6229355
2000,1,220,40,0.75,222.563225
2000,2,220,34,0.823529412,222.0733529
2000,3,220,4,0.5,220.13075
2000,4,220,26,0.461538462,222.5277308
2000,5,220,26,0.423076923,222.1125
2000,6,220,28,0.5,222.2108929
2000,7,220,58,0.810344828,222.3385517
2000,8,220,22,0.863636364,222.2465
2000,9,220,30,0.633333333,222.7683333
2000,10,220,27,0.259259259,222.8006296
2000,11,220,28,0.464285714,222.1609286
2010,6,220,1,1,223.905
2010,9,220,1,0,224.877
2010,11,220,1,0,221.481
1960,2,225,1,1,227.126
1960,9,225,1,0,227.221
1970,0,225,2,0.5,227.7395
1970,1,225,1,1,225.618
1970,2,225,2,1,225.5615
1970,5,225,1,1,225.464
1970,9,225,1,0,226.711
1970,10,225,1,0,229.59
1970,11,225,1,0,227.468
1980,0,225,5,1,227.4608
1980,1,225,1,1,228.214
1980,2,225,5,1,228.148
1980,4,225,2,1,226.207
1980,5,225,1,0,228.042
1980,6,225,2,0,227.497
1980,7,225,4,1,227.34375
1980,8,225,1,1,227.978
1980,9,225,3,0,227.9103333
1980,11,225,3,0.333333333,227.1676667
1990,0,225,7,1,227.7722857
1990,1,225,15,0.8,226.3908
1990,2,225,9,0.777777778,227.8613333
1990,3,225,1,1,226.584
1990,4,225,12,0.416666667,227.1694167
1990,5,225,8,0.625,227.41275
1990,6,225,5,0.6,228.0128
1990,7,225,17,0.882352941,227.3575294
1990,8,225,1,1,225.285
1990,9,225,7,1,227.6332857
1990,10,225,9,0.333333333,227.0361111
1990,11,225,11,0.545454545,227.153
2000,0,225,13,0.692307692,227.7066154
2000,1,225,26,0.769230769,227.7318462
2000,2,225,24,0.791666667,227.7543333
2000,3,225,3,0,228.3866667
2000,4,225,20,0.7,227.344
2000,5,225,10,0.6,227.616
2000,6,225,22,0.636363636,228.1597727
2000,7,225,33,0.878787879,227.4140303
2000,8,225,15,0.866666667,227.5202667
2000,9,225,19,0.631578947,227.692
2000,10,225,21,0.238095238,227.712381
2000,11,225,14,0.571428571,227.5592143
2010,2,225,1,0,227.631
2010,7,225,1,1,226.075
1960,9,230,1,0,234.417
1970,1,230,1,0,234.517
1970,4,230,1,1,231.27
1970,5,230,1,1,232.946
1970,6,230,1,0,234.547
1970,7,230,2,0.5,233.3875
